timestamp_utc,frequency_hz,power_db_smoothed
2026-07-14T20:48:42.452652+00:00,1418605800,-87.28
2026-07-14T20:48:42.452652+00:00,1418607264,-87.184
2026-07-14T20:48:42.452652+00:00,1418608729,-87.193
2026-07-14T20:48:42.452652+00:00,1418610194,-87.231
2026-07-14T20:48:42.452652+00:00,1418611659,-87.269
2026-07-14T20:48:42.452652+00:00,1418613124,-87.253
2026-07-14T20:48:42.452652+00:00,1418614589,-87.247
2026-07-14T20:48:42.452652+00:00,1418616053,-87.276
2026-07-14T20:48:42.452652+00:00,1418617518,-87.269
2026-07-14T20:48:42.452652+00:00,1418618983,-87.241
2026-07-14T20:48:42.452652+00:00,1418620448,-87.262
2026-07-14T20:48:42.452652+00:00,1418621913,-87.276
2026-07-14T20:48:42.452652+00:00,1418623378,-87.252
2026-07-14T20:48:42.452652+00:00,1418624842,-87.338
2026-07-14T20:48:42.452652+00:00,1418626307,-87.309
2026-07-14T20:48:42.452652+00:00,1418627772,-87.296
2026-07-14T20:48:42.452652+00:00,1418629237,-87.323
2026-07-14T20:48:42.452652+00:00,1418630702,-87.331
2026-07-14T20:48:42.452652+00:00,1418632167,-87.332
2026-07-14T20:48:42.452652+00:00,1418633632,-87.357
2026-07-14T20:48:42.452652+00:00,1418635096,-87.356
2026-07-14T20:48:42.452652+00:00,1418636561,-87.321
2026-07-14T20:48:42.452652+00:00,1418638026,-87.381
2026-07-14T20:48:42.452652+00:00,1418639491,-87.394
2026-07-14T20:48:42.452652+00:00,1418640956,-87.403
2026-07-14T20:48:42.452652+00:00,1418642421,-87.465
2026-07-14T20:48:42.452652+00:00,1418643885,-87.376
2026-07-14T20:48:42.452652+00:00,1418645350,-87.386
2026-07-14T20:48:42.452652+00:00,1418646815,-87.406
2026-07-14T20:48:42.452652+00:00,1418648280,-87.399
2026-07-14T20:48:42.452652+00:00,1418649745,-87.395
2026-07-14T20:48:42.452652+00:00,1418651210,-87.483
2026-07-14T20:48:42.452652+00:00,1418652675,-87.554
2026-07-14T20:48:42.452652+00:00,1418654139,-87.526
2026-07-14T20:48:42.452652+00:00,1418655604,-87.53
2026-07-14T20:48:42.452652+00:00,1418657069,-87.499
2026-07-14T20:48:42.452652+00:00,1418658534,-87.578
2026-07-14T20:48:42.452652+00:00,1418659999,-87.603
2026-07-14T20:48:42.452652+00:00,1418661464,-87.636
2026-07-14T20:48:42.452652+00:00,1418662928,-87.669
2026-07-14T20:48:42.452652+00:00,1418664393,-87.675
2026-07-14T20:48:42.452652+00:00,1418665858,-87.699
2026-07-14T20:48:42.452652+00:00,1418667323,-87.705
2026-07-14T20:48:42.452652+00:00,1418668788,-87.795
2026-07-14T20:48:42.452652+00:00,1418670253,-87.743
2026-07-14T20:48:42.452652+00:00,1418671717,-87.738
2026-07-14T20:48:42.452652+00:00,1418673182,-87.897
2026-07-14T20:48:42.452652+00:00,1418674647,-87.919
2026-07-14T20:48:42.452652+00:00,1418676112,-87.94
2026-07-14T20:48:42.452652+00:00,1418677577,-87.946
2026-07-14T20:48:42.452652+00:00,1418679042,-87.959
2026-07-14T20:48:42.452652+00:00,1418680507,-87.96
2026-07-14T20:48:42.452652+00:00,1418681971,-87.983
2026-07-14T20:48:42.452652+00:00,1418683436,-88.081
2026-07-14T20:48:42.452652+00:00,1418684901,-88.196
2026-07-14T20:48:42.452652+00:00,1418686366,-88.205
2026-07-14T20:48:42.452652+00:00,1418687831,-88.288
2026-07-14T20:48:42.452652+00:00,1418689296,-88.329
2026-07-14T20:48:42.452652+00:00,1418690760,-88.216
2026-07-14T20:48:42.452652+00:00,1418692225,-88.269
2026-07-14T20:48:42.452652+00:00,1418693690,-88.312
2026-07-14T20:48:42.452652+00:00,1418695155,-88.462
2026-07-14T20:48:42.452652+00:00,1418696620,-88.486
2026-07-14T20:48:42.452652+00:00,1418698085,-88.471
2026-07-14T20:48:42.452652+00:00,1418699550,-88.53
2026-07-14T20:48:42.452652+00:00,1418701014,-88.617
2026-07-14T20:48:42.452652+00:00,1418702479,-88.707
2026-07-14T20:48:42.452652+00:00,1418703944,-88.71
2026-07-14T20:48:42.452652+00:00,1418705409,-88.753
2026-07-14T20:48:42.452652+00:00,1418706874,-88.874
2026-07-14T20:48:42.452652+00:00,1418708339,-88.897
2026-07-14T20:48:42.452652+00:00,1418709803,-88.95
2026-07-14T20:48:42.452652+00:00,1418711268,-88.996
2026-07-14T20:48:42.452652+00:00,1418712733,-89.053
2026-07-14T20:48:42.452652+00:00,1418714198,-89.122
2026-07-14T20:48:42.452652+00:00,1418715663,-89.199
2026-07-14T20:48:42.452652+00:00,1418717128,-89.242
2026-07-14T20:48:42.452652+00:00,1418718592,-89.233
2026-07-14T20:48:42.452652+00:00,1418720057,-89.277
2026-07-14T20:48:42.452652+00:00,1418721522,-89.338
2026-07-14T20:48:42.452652+00:00,1418722987,-89.46
2026-07-14T20:48:42.452652+00:00,1418724452,-89.48
2026-07-14T20:48:42.452652+00:00,1418725917,-89.597
2026-07-14T20:48:42.452652+00:00,1418727382,-89.699
2026-07-14T20:48:42.452652+00:00,1418728846,-89.773
2026-07-14T20:48:42.452652+00:00,1418730311,-89.8
2026-07-14T20:48:42.452652+00:00,1418731776,-89.906
2026-07-14T20:48:42.452652+00:00,1418733241,-89.956
2026-07-14T20:48:42.452652+00:00,1418734706,-89.925
2026-07-14T20:48:42.452652+00:00,1418736171,-89.982
2026-07-14T20:48:42.452652+00:00,1418737635,-90.087
2026-07-14T20:48:42.452652+00:00,1418739100,-90.103
2026-07-14T20:48:42.452652+00:00,1418740565,-90.164
2026-07-14T20:48:42.452652+00:00,1418742030,-90.328
2026-07-14T20:48:42.452652+00:00,1418743495,-90.329
2026-07-14T20:48:42.452652+00:00,1418744960,-90.292
2026-07-14T20:48:42.452652+00:00,1418746425,-90.362
2026-07-14T20:48:42.452652+00:00,1418747889,-90.45
2026-07-14T20:48:42.452652+00:00,1418749354,-90.476
2026-07-14T20:48:42.452652+00:00,1418750819,-90.533
2026-07-14T20:48:42.452652+00:00,1418752284,-90.605
2026-07-14T20:48:42.452652+00:00,1418753749,-90.591
2026-07-14T20:48:42.452652+00:00,1418755214,-90.598
2026-07-14T20:48:42.452652+00:00,1418756678,-90.545
2026-07-14T20:48:42.452652+00:00,1418758143,-90.592
2026-07-14T20:48:42.452652+00:00,1418759608,-90.61
2026-07-14T20:48:42.452652+00:00,1418761073,-90.606
2026-07-14T20:48:42.452652+00:00,1418762538,-90.585
2026-07-14T20:48:42.452652+00:00,1418764003,-90.514
2026-07-14T20:48:42.452652+00:00,1418765467,-90.51
2026-07-14T20:48:42.452652+00:00,1418766932,-90.52
2026-07-14T20:48:42.452652+00:00,1418768397,-90.519
2026-07-14T20:48:42.452652+00:00,1418769862,-90.459
2026-07-14T20:48:42.452652+00:00,1418771327,-90.316
2026-07-14T20:48:42.452652+00:00,1418772792,-90.209
2026-07-14T20:48:42.452652+00:00,1418774257,-90.22
2026-07-14T20:48:42.452652+00:00,1418775721,-90.083
2026-07-14T20:48:42.452652+00:00,1418777186,-90.041
2026-07-14T20:48:42.452652+00:00,1418778651,-89.928
2026-07-14T20:48:42.452652+00:00,1418780116,-89.857
2026-07-14T20:48:42.452652+00:00,1418781581,-89.729
2026-07-14T20:48:42.452652+00:00,1418783046,-89.563
2026-07-14T20:48:42.452652+00:00,1418784510,-89.482
2026-07-14T20:48:42.452652+00:00,1418785975,-89.381
2026-07-14T20:48:42.452652+00:00,1418787440,-89.183
2026-07-14T20:48:42.452652+00:00,1418788905,-89.008
2026-07-14T20:48:42.452652+00:00,1418790370,-88.854
2026-07-14T20:48:42.452652+00:00,1418791835,-88.718
2026-07-14T20:48:42.452652+00:00,1418793300,-88.514
2026-07-14T20:48:42.452652+00:00,1418794764,-88.431
2026-07-14T20:48:42.452652+00:00,1418796229,-88.192
2026-07-14T20:48:42.452652+00:00,1418797694,-88.087
2026-07-14T20:48:42.452652+00:00,1418799159,-87.903
2026-07-14T20:48:42.452652+00:00,1418800624,-87.714
2026-07-14T20:48:42.452652+00:00,1418802089,-87.552
2026-07-14T20:48:42.452652+00:00,1418803553,-87.399
2026-07-14T20:48:42.452652+00:00,1418805018,-87.206
2026-07-14T20:48:42.452652+00:00,1418806483,-87.016
2026-07-14T20:48:42.452652+00:00,1418807948,-86.859
2026-07-14T20:48:42.452652+00:00,1418809413,-86.65
2026-07-14T20:48:42.452652+00:00,1418810878,-86.448
2026-07-14T20:48:42.452652+00:00,1418812342,-86.277
2026-07-14T20:48:42.452652+00:00,1418813807,-86.08
2026-07-14T20:48:42.452652+00:00,1418815272,-85.899
2026-07-14T20:48:42.452652+00:00,1418816737,-85.705
2026-07-14T20:48:42.452652+00:00,1418818202,-85.522
2026-07-14T20:48:42.452652+00:00,1418819667,-85.244
2026-07-14T20:48:42.452652+00:00,1418821132,-85.098
2026-07-14T20:48:42.452652+00:00,1418822596,-84.954
2026-07-14T20:48:42.452652+00:00,1418824061,-84.8
2026-07-14T20:48:42.452652+00:00,1418825526,-84.582
2026-07-14T20:48:42.452652+00:00,1418826991,-84.444
2026-07-14T20:48:42.452652+00:00,1418828456,-84.283
2026-07-14T20:48:42.452652+00:00,1418829921,-84.084
2026-07-14T20:48:42.452652+00:00,1418831385,-83.891
2026-07-14T20:48:42.452652+00:00,1418832850,-83.711
2026-07-14T20:48:42.452652+00:00,1418834315,-83.521
2026-07-14T20:48:42.452652+00:00,1418835780,-83.362
2026-07-14T20:48:42.452652+00:00,1418837245,-83.252
2026-07-14T20:48:42.452652+00:00,1418838710,-83.035
2026-07-14T20:48:42.452652+00:00,1418840175,-82.833
2026-07-14T20:48:42.452652+00:00,1418841639,-82.643
2026-07-14T20:48:42.452652+00:00,1418843104,-82.48
2026-07-14T20:48:42.452652+00:00,1418844569,-82.358
2026-07-14T20:48:42.452652+00:00,1418846034,-82.176
2026-07-14T20:48:42.452652+00:00,1418847499,-81.993
2026-07-14T20:48:42.452652+00:00,1418848964,-81.879
2026-07-14T20:48:42.452652+00:00,1418850428,-81.807
2026-07-14T20:48:42.452652+00:00,1418851893,-81.624
2026-07-14T20:48:42.452652+00:00,1418853358,-81.344
2026-07-14T20:48:42.452652+00:00,1418854823,-81.231
