timestamp_utc,frequency_hz,power_db
2026-03-30T07:47:37.663686+00:00,1419654048.2482483,-34.562391645954094
2026-03-30T07:47:37.663686+00:00,1419656050.2502503,-33.770427687010404
2026-03-30T07:47:37.663686+00:00,1419658052.2522523,-32.41304924170645
2026-03-30T07:47:37.663686+00:00,1419660054.2542543,-32.17365967214303
2026-03-30T07:47:37.663686+00:00,1419662056.2562563,-34.04480400810725
2026-03-30T07:47:37.663686+00:00,1419664058.2582583,-32.758594879247845
2026-03-30T07:47:37.663686+00:00,1419666060.2602603,-32.97512558963818
2026-03-30T07:47:37.663686+00:00,1419668062.2622623,-33.97565440190651
2026-03-30T07:47:37.663686+00:00,1419670064.2642643,-33.23750478183663
2026-03-30T07:47:37.663686+00:00,1419672066.2662663,-31.70023800902041
2026-03-30T07:47:37.663686+00:00,1419674068.2682683,-33.09481324690421
2026-03-30T07:47:37.663686+00:00,1419676070.2702703,-35.82986725149785
2026-03-30T07:47:37.663686+00:00,1419678072.2722723,-33.1381286639642
2026-03-30T07:47:37.663686+00:00,1419680074.2742743,-33.21757349867112
2026-03-30T07:47:37.663686+00:00,1419682076.2762764,-34.41696526594588
2026-03-30T07:47:37.663686+00:00,1419684078.2782784,-32.499052400163805
2026-03-30T07:47:37.663686+00:00,1419686080.2802804,-32.96980358766704
2026-03-30T07:47:37.663686+00:00,1419688082.2822824,-34.44052948460759
2026-03-30T07:47:37.663686+00:00,1419690084.2842844,-32.80891776048289
2026-03-30T07:47:37.663686+00:00,1419692086.2862864,-33.08301675034105
2026-03-30T07:47:37.663686+00:00,1419694088.2882884,-34.383966680332826
2026-03-30T07:47:37.663686+00:00,1419696090.2902904,-33.30748181854403
2026-03-30T07:47:37.663686+00:00,1419698092.2922924,-34.96126037701615
2026-03-30T07:47:37.663686+00:00,1419700094.2942944,-34.90706661389418
2026-03-30T07:47:37.663686+00:00,1419702096.2962964,-35.40570768171175
2026-03-30T07:47:37.663686+00:00,1419704098.2982984,-32.44312693327402
2026-03-30T07:47:37.663686+00:00,1419706100.3003004,-34.96451109767005
2026-03-30T07:47:37.663686+00:00,1419708102.3023024,-35.24485112140681
2026-03-30T07:47:37.663686+00:00,1419710104.3043044,-32.25888487378088
2026-03-30T07:47:37.663686+00:00,1419712106.3063064,-34.34873864601739
2026-03-30T07:47:37.663686+00:00,1419714108.3083084,-32.91511433913758
2026-03-30T07:47:37.663686+00:00,1419716110.3103104,-33.73206134217841
2026-03-30T07:47:37.663686+00:00,1419718112.3123124,-35.728756389030764
2026-03-30T07:47:37.663686+00:00,1419720114.3143144,-32.726323707662644
2026-03-30T07:47:37.663686+00:00,1419722116.3163164,-33.21718188910694
2026-03-30T07:47:37.663686+00:00,1419724118.3183184,-33.64240696618908
2026-03-30T07:47:37.663686+00:00,1419726120.3203204,-34.14462587876114
2026-03-30T07:47:37.663686+00:00,1419728122.3223224,-35.72880375182649
2026-03-30T07:47:37.663686+00:00,1419730124.3243244,-34.96058114411111
2026-03-30T07:47:37.663686+00:00,1419732126.3263264,-31.864151108514903
2026-03-30T07:47:37.663686+00:00,1419734128.3283284,-33.78630784021463
2026-03-30T07:47:37.663686+00:00,1419736130.3303304,-34.77225305300284
2026-03-30T07:47:37.663686+00:00,1419738132.3323324,-34.30684028993132
2026-03-30T07:47:37.663686+00:00,1419740134.3343344,-36.685189641164165
2026-03-30T07:47:37.663686+00:00,1419742136.3363364,-33.284239722755224
2026-03-30T07:47:37.663686+00:00,1419744138.3383384,-37.53151046608295
2026-03-30T07:47:37.663686+00:00,1419746140.3403404,-34.16292820351541
2026-03-30T07:47:37.663686+00:00,1419748142.3423424,-34.39732919673679
2026-03-30T07:47:37.663686+00:00,1419750144.3443444,-33.49534347252721
2026-03-30T07:47:37.663686+00:00,1419752146.3463464,-32.44309233485546
2026-03-30T07:47:37.663686+00:00,1419754148.3483484,-33.63540998187621
2026-03-30T07:47:37.663686+00:00,1419756150.3503504,-33.43567539755393
2026-03-30T07:47:37.663686+00:00,1419758152.3523524,-34.21354262596683
2026-03-30T07:47:37.663686+00:00,1419760154.3543544,-34.851141511499954
